id,recipe_name,pet_type,age_group,ingredients,ingredient_quantities,preparation_steps,calories,protein,fat,carbohydrates,vitamins,minerals,cook_time,difficulty,health_benefits,health_conditions_supported,source_url
HAMSTER_065,Balanced Daily Millet & Tofu Seed Feast,Hamster,Senior,"Millet, Barley, Cucumber, Tofu","23g, 33g, 11g, 12g",Thoroughly blend the Millet and the Barley grains. | Finely chop the Cucumber into bite-sized pieces suitable for a small hamster. | Add the high-protein Tofu component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,272,9.7,2.9,52.5,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"High Protein, Puppy/Kitten","High Protein Support, Puppy/Kitten Support",https://pawfeed.ai/recipes/hamster-balanced-daily-millet-and-tofu-seed-feast
HAMSTER_066,Protein Crunchy Millet & Tofu Seed Feast,Hamster,Senior,"Millet, Barley, Cucumber, Tofu","16g, 35g, 7g, 14g",Thoroughly blend the Millet and the Barley grains. | Finely chop the Cucumber into bite-sized pieces suitable for a small hamster. | Add the high-protein Tofu component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,272,10.1,3.0,52.4,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,Digestive Health,Digestive Health Support,https://pawfeed.ai/recipes/hamster-protein-crunchy-millet-and-tofu-seed-feast
HAMSTER_067,General Wellness Flaxseed & Egg Grain Mix,Hamster,Adult,"Flaxseed, Quinoa, Broccoli, Egg","19g, 21g, 11g, 11g",Thoroughly blend the Flaxseed and the Quinoa grains. | Finely chop the Broccoli into bite-sized pieces suitable for a small hamster. | Add the high-protein Egg component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,238,9.8,15.5,17.4,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"General Wellness, Puppy/Kitten","General Wellness Support, Puppy/Kitten Support",https://pawfeed.ai/recipes/hamster-general-wellness-flaxseed-and-egg-grain-mix
HAMSTER_068,Energy Boost Pumpkin Seeds & Tofu Fresh Veggie Salad,Hamster,Baby,"Pumpkin Seeds, Quinoa, Broccoli, Tofu","25g, 35g, 13g, 13g",Thoroughly blend the Pumpkin Seeds and the Quinoa grains. | Finely chop the Broccoli into bite-sized pieces suitable for a small hamster. | Add the high-protein Tofu component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,228,12.1,15.8,13.1,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,Digestive Health,Digestive Health Support,https://pawfeed.ai/recipes/hamster-energy-boost-pumpkin-seeds-and-tofu-fresh-veggie-salad
HAMSTER_069,Nutritious Millet & Egg Fresh Veggie Salad,Hamster,Senior,"Millet, Barley, Carrots, Egg","12g, 29g, 11g, 6g",Thoroughly blend the Millet and the Barley grains. | Finely chop the Carrots into bite-sized pieces suitable for a small hamster. | Add the high-protein Egg component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,279,10.0,3.2,53.5,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,Senior Pet,Senior Pet Support,https://pawfeed.ai/recipes/hamster-nutritious-millet-and-egg-fresh-veggie-salad
HAMSTER_070,Energy Boost Millet & Tofu Grain Mix,Hamster,Adult,"Millet, Oatmeal, Carrots, Tofu","15g, 42g, 13g, 5g",Thoroughly blend the Millet and the Oatmeal grains. | Finely chop the Carrots into bite-sized pieces suitable for a small hamster. | Add the high-protein Tofu component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,306,12.4,5.1,53.4,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,Senior Pet,Senior Pet Support,https://pawfeed.ai/recipes/hamster-energy-boost-millet-and-tofu-grain-mix
HAMSTER_071,Protein Crunchy Sunflower Seeds & Mealworms (dried) Seed & Grain Cup,Hamster,Senior,"Sunflower Seeds, Oatmeal, Blueberries, Mealworms (dried)","14g, 38g, 10g, 11g",Thoroughly blend the Sunflower Seeds and the Oatmeal grains. | Finely chop the Blueberries into bite-sized pieces suitable for a small hamster. | Add the high-protein Mealworms (dried) component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,393,20.9,17.6,41.6,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,Digestive Health,Digestive Health Support,https://pawfeed.ai/recipes/hamster-protein-crunchy-sunflower-seeds-and-mealworms-(dried)-seed-and-grain-cup
HAMSTER_072,Nutritious Sunflower Seeds & Tofu Grain Mix,Hamster,Adult,"Sunflower Seeds, Barley, Cucumber, Tofu","25g, 35g, 10g, 6g",Thoroughly blend the Sunflower Seeds and the Barley grains. | Finely chop the Cucumber into bite-sized pieces suitable for a small hamster. | Add the high-protein Tofu component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,363,13.4,18.2,40.8,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"Weight Management, Digestive Health","Weight Management Support, Digestive Health Support",https://pawfeed.ai/recipes/hamster-nutritious-sunflower-seeds-and-tofu-grain-mix
HAMSTER_073,Energy Boost Pumpkin Seeds & Tofu Seed Feast,Hamster,Senior,"Pumpkin Seeds, Quinoa, Carrots, Tofu","11g, 29g, 11g, 15g",Thoroughly blend the Pumpkin Seeds and the Quinoa grains. | Finely chop the Carrots into bite-sized pieces suitable for a small hamster. | Add the high-protein Tofu component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,170,8.9,10.1,13.1,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"Joint Health, High Protein","Joint Health Support, High Protein Support",https://pawfeed.ai/recipes/hamster-energy-boost-pumpkin-seeds-and-tofu-seed-feast
HAMSTER_074,Protein Crunchy Sunflower Seeds & Mealworms (dried) Seed Feast,Hamster,Senior,"Sunflower Seeds, Barley, Broccoli, Mealworms (dried)","30g, 35g, 11g, 14g",Thoroughly blend the Sunflower Seeds and the Barley grains. | Finely chop the Broccoli into bite-sized pieces suitable for a small hamster. | Add the high-protein Mealworms (dried) component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,410,20.4,22.3,37.5,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,Skin & Coat,Skin & Coat Support,https://pawfeed.ai/recipes/hamster-protein-crunchy-sunflower-seeds-and-mealworms-(dried)-seed-feast
HAMSTER_075,Nutritious Sunflower Seeds & Egg Seed Feast,Hamster,Baby,"Sunflower Seeds, Barley, Apple (no seeds), Egg","20g, 20g, 14g, 7g",Thoroughly blend the Sunflower Seeds and the Barley grains. | Finely chop the Apple (no seeds) into bite-sized pieces suitable for a small hamster. | Add the high-protein Egg component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,337,12.5,18.8,33.8,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,Weight Management,Weight Management Support,https://pawfeed.ai/recipes/hamster-nutritious-sunflower-seeds-and-egg-seed-feast
HAMSTER_076,General Wellness Pumpkin Seeds & Mealworms (dried) Grain Mix,Hamster,Adult,"Pumpkin Seeds, Barley, Broccoli, Mealworms (dried)","22g, 30g, 9g, 7g",Thoroughly blend the Pumpkin Seeds and the Barley grains. | Finely chop the Broccoli into bite-sized pieces suitable for a small hamster. | Add the high-protein Mealworms (dried) component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,390,21.0,19.8,37.7,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"Digestive Health, General Wellness","Digestive Health Support, General Wellness Support",https://pawfeed.ai/recipes/hamster-general-wellness-pumpkin-seeds-and-mealworms-(dried)-grain-mix
HAMSTER_077,Energy Boost Sunflower Seeds & Egg Grain Mix,Hamster,Baby,"Sunflower Seeds, Oatmeal, Blueberries, Egg","30g, 42g, 6g, 10g",Thoroughly blend the Sunflower Seeds and the Oatmeal grains. | Finely chop the Blueberries into bite-sized pieces suitable for a small hamster. | Add the high-protein Egg component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,406,16.8,22.0,39.4,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,High Protein,High Protein Support,https://pawfeed.ai/recipes/hamster-energy-boost-sunflower-seeds-and-egg-grain-mix
HAMSTER_078,Low Fat Pumpkin Seeds & Tofu Fresh Veggie Salad,Hamster,Senior,"Pumpkin Seeds, Quinoa, Carrots, Tofu","19g, 26g, 12g, 9g",Thoroughly blend the Pumpkin Seeds and the Quinoa grains. | Finely chop the Carrots into bite-sized pieces suitable for a small hamster. | Add the high-protein Tofu component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,226,11.6,15.5,13.4,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,Skin & Coat,Skin & Coat Support,https://pawfeed.ai/recipes/hamster-low-fat-pumpkin-seeds-and-tofu-fresh-veggie-salad
HAMSTER_079,Energy Boost Millet & Egg Seed & Grain Cup,Hamster,Senior,"Millet, Quinoa, Apple (no seeds), Egg","18g, 15g, 14g, 12g",Thoroughly blend the Millet and the Quinoa grains. | Finely chop the Apple (no seeds) into bite-sized pieces suitable for a small hamster. | Add the high-protein Egg component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,190,7.2,4.0,31.2,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"General Wellness, Puppy/Kitten","General Wellness Support, Puppy/Kitten Support",https://pawfeed.ai/recipes/hamster-energy-boost-millet-and-egg-seed-and-grain-cup
HAMSTER_080,General Wellness Millet & Egg Seed & Grain Cup,Hamster,Adult,"Millet, Quinoa, Apple (no seeds), Egg","27g, 40g, 13g, 13g",Thoroughly blend the Millet and the Quinoa grains. | Finely chop the Apple (no seeds) into bite-sized pieces suitable for a small hamster. | Add the high-protein Egg component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,190,6.9,3.6,32.3,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"General Wellness, Digestive Health","General Wellness Support, Digestive Health Support",https://pawfeed.ai/recipes/hamster-general-wellness-millet-and-egg-seed-and-grain-cup
HAMSTER_081,Low Fat Millet & Egg Foraging Nibbles,Hamster,Baby,"Millet, Oatmeal, Blueberries, Egg","29g, 28g, 5g, 5g",Thoroughly blend the Millet and the Oatmeal grains. | Finely chop the Blueberries into bite-sized pieces suitable for a small hamster. | Add the high-protein Egg component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,342,12.8,5.5,60.3,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"Digestive Health, Joint Health","Digestive Health Support, Joint Health Support",https://pawfeed.ai/recipes/hamster-low-fat-millet-and-egg-foraging-nibbles
HAMSTER_082,Nutritious Millet & Mealworms (dried) Grain Mix,Hamster,Baby,"Millet, Oatmeal, Cucumber, Mealworms (dried)","20g, 30g, 15g, 6g",Thoroughly blend the Millet and the Oatmeal grains. | Finely chop the Cucumber into bite-sized pieces suitable for a small hamster. | Add the high-protein Mealworms (dried) component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,314,14.8,6.5,50.1,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,Puppy/Kitten,Puppy/Kitten Support,https://pawfeed.ai/recipes/hamster-nutritious-millet-and-mealworms-(dried)-grain-mix
HAMSTER_083,Nutritious Flaxseed & Mealworms (dried) Seed Feast,Hamster,Adult,"Flaxseed, Barley, Broccoli, Mealworms (dried)","29g, 16g, 12g, 8g",Thoroughly blend the Flaxseed and the Barley grains. | Finely chop the Broccoli into bite-sized pieces suitable for a small hamster. | Add the high-protein Mealworms (dried) component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,390,18.1,22.8,33.4,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"Weight Management, Digestive Health","Weight Management Support, Digestive Health Support",https://pawfeed.ai/recipes/hamster-nutritious-flaxseed-and-mealworms-(dried)-seed-feast
HAMSTER_084,Protein Crunchy Flaxseed & Egg Fresh Veggie Salad,Hamster,Baby,"Flaxseed, Oatmeal, Apple (no seeds), Egg","18g, 24g, 14g, 5g",Thoroughly blend the Flaxseed and the Oatmeal grains. | Finely chop the Apple (no seeds) into bite-sized pieces suitable for a small hamster. | Add the high-protein Egg component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,335,13.1,16.1,37.8,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,Digestive Health,Digestive Health Support,https://pawfeed.ai/recipes/hamster-protein-crunchy-flaxseed-and-egg-fresh-veggie-salad
HAMSTER_085,Balanced Daily Sunflower Seeds & Tofu Mealworm Salad,Hamster,Baby,"Sunflower Seeds, Oatmeal, Cucumber, Tofu","27g, 27g, 14g, 6g",Thoroughly blend the Sunflower Seeds and the Oatmeal grains. | Finely chop the Cucumber into bite-sized pieces suitable for a small hamster. | Add the high-protein Tofu component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,364,14.6,21.5,32.2,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,General Wellness,General Wellness Support,https://pawfeed.ai/recipes/hamster-balanced-daily-sunflower-seeds-and-tofu-mealworm-salad
HAMSTER_086,General Wellness Sunflower Seeds & Tofu Mealworm Salad,Hamster,Baby,"Sunflower Seeds, Barley, Blueberries, Tofu","22g, 16g, 13g, 6g",Thoroughly blend the Sunflower Seeds and the Barley grains. | Finely chop the Blueberries into bite-sized pieces suitable for a small hamster. | Add the high-protein Tofu component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,346,12.6,20.9,31.6,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"Senior Pet, General Wellness","Senior Pet Support, General Wellness Support",https://pawfeed.ai/recipes/hamster-general-wellness-sunflower-seeds-and-tofu-mealworm-salad
HAMSTER_087,Low Fat Flaxseed & Tofu Seed & Grain Cup,Hamster,Senior,"Flaxseed, Quinoa, Cucumber, Tofu","19g, 45g, 9g, 10g",Thoroughly blend the Flaxseed and the Quinoa grains. | Finely chop the Cucumber into bite-sized pieces suitable for a small hamster. | Add the high-protein Tofu component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,198,7.5,11.2,18.6,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"Joint Health, Skin & Coat","Joint Health Support, Skin & Coat Support",https://pawfeed.ai/recipes/hamster-low-fat-flaxseed-and-tofu-seed-and-grain-cup
HAMSTER_088,Low Fat Pumpkin Seeds & Tofu Mealworm Salad,Hamster,Baby,"Pumpkin Seeds, Barley, Broccoli, Tofu","15g, 17g, 14g, 10g",Thoroughly blend the Pumpkin Seeds and the Barley grains. | Finely chop the Broccoli into bite-sized pieces suitable for a small hamster. | Add the high-protein Tofu component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,279,14.0,14.8,27.2,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,Skin & Coat,Skin & Coat Support,https://pawfeed.ai/recipes/hamster-low-fat-pumpkin-seeds-and-tofu-mealworm-salad
HAMSTER_089,Nutritious Millet & Tofu Grain Mix,Hamster,Baby,"Millet, Oatmeal, Blueberries, Tofu","11g, 23g, 13g, 7g",Thoroughly blend the Millet and the Oatmeal grains. | Finely chop the Blueberries into bite-sized pieces suitable for a small hamster. | Add the high-protein Tofu component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,266,10.6,4.5,46.6,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,Digestive Health,Digestive Health Support,https://pawfeed.ai/recipes/hamster-nutritious-millet-and-tofu-grain-mix
HAMSTER_090,Protein Crunchy Sunflower Seeds & Egg Seed & Grain Cup,Hamster,Adult,"Sunflower Seeds, Barley, Carrots, Egg","17g, 23g, 13g, 6g",Thoroughly blend the Sunflower Seeds and the Barley grains. | Finely chop the Carrots into bite-sized pieces suitable for a small hamster. | Add the high-protein Egg component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,331,12.4,16.8,36.4,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,Senior Pet,Senior Pet Support,https://pawfeed.ai/recipes/hamster-protein-crunchy-sunflower-seeds-and-egg-seed-and-grain-cup
